prerequisite_avg,prerequisite_min,previous_accuracy,recent_incorrect,learning_velocity,recent_confusion_count,time_gap_hours,revision_completion,concept_difficulty,will_struggle,dataset_type
0.4611,0.256,0.7892,1,0.0593,0,17.72,0.7753,18.41,0,SYNTHETIC
0.4743,0.4649,0.9247,0,-0.3042,1,4.84,0.8745,29.81,0,SYNTHETIC
0.7575,0.6605,0.7739,0,-0.0071,0,9.42,0.7309,27.34,0,SYNTHETIC
0.5987,0.447,0.513,2,0.1703,2,17.87,0.5094,38.6,1,SYNTHETIC
0.3708,0.3618,0.4237,2,0.192,0,20.17,0.3911,28.83,0,SYNTHETIC
0.4699,0.4501,0.6428,0,0.0103,2,8.87,0.9268,47.78,0,SYNTHETIC
0.3921,0.2455,0.4138,1,0.0255,1,10.69,0.43,55.47,0,SYNTHETIC
0.5401,0.3562,0.6602,1,0.0501,1,5.48,0.6856,15.02,1,SYNTHETIC
0.3411,0.2254,0.709,1,0.3159,3,7.04,0.5109,81.14,0,SYNTHETIC
0.7499,0.566,0.51,0,-0.0153,2,5.25,0.7006,64.01,0,SYNTHETIC
0.7743,0.6432,0.3786,2,0.1136,0,2.98,0.4315,68.33,1,SYNTHETIC
0.8284,0.7001,0.4397,0,0.0717,0,16.37,0.4826,44.34,0,SYNTHETIC
0.7727,0.7341,0.7596,0,0.0728,3,3.38,0.7062,23.88,0,SYNTHETIC
0.7649,0.6561,0.7872,1,0.1177,0,0.02,0.7152,61.47,1,SYNTHETIC
0.3046,0.3042,0.8297,1,0.1503,0,43.02,0.3521,47.29,1,SYNTHETIC
0.2958,0.1722,0.7935,0,0.2669,0,36.06,0.3832,61.1,0,SYNTHETIC
0.6425,0.4815,0.5688,1,-0.0674,2,37.06,0.8563,71.99,0,SYNTHETIC
0.9015,0.7483,0.6771,2,0.1165,0,1.32,0.5049,70.08,0,SYNTHETIC
0.6722,0.5986,0.7723,0,0.1529,3,3.57,0.4648,39.61,0,SYNTHETIC
0.3942,0.3749,0.7522,2,0.3391,3,4.6,0.709,61.93,0,SYNTHETIC
0.6638,0.5972,0.6917,1,0.1001,2,7.25,0.9478,59.89,1,SYNTHETIC
0.7461,0.7371,0.5817,1,0.3075,2,7.05,0.8329,26.18,0,SYNTHETIC
0.566,0.5127,0.4253,3,0.2935,4,57.0,0.5456,44.4,1,SYNTHETIC
0.7692,0.5435,0.5165,1,0.158,1,7.65,0.6356,67.64,0,SYNTHETIC
0.65,0.4897,0.7122,3,0.1666,0,21.38,0.7464,30.67,0,SYNTHETIC
0.4213,0.1814,0.3736,3,0.1979,0,6.84,0.47,80.99,0,SYNTHETIC
0.5934,0.3591,0.6447,1,0.2992,2,20.17,0.5697,35.05,1,SYNTHETIC
0.707,0.5234,0.8999,1,0.1029,1,22.59,0.7921,58.7,0,SYNTHETIC
0.6367,0.5646,0.4402,3,0.0745,0,21.77,0.6738,50.46,0,SYNTHETIC
0.4662,0.3059,0.6912,3,-0.1115,3,3.08,0.3709,32.11,0,SYNTHETIC
0.2395,0.2166,0.5188,1,0.0764,2,18.43,0.8846,52.52,0,SYNTHETIC
0.4408,0.3733,0.4746,3,0.0831,1,3.73,0.6583,52.31,0,SYNTHETIC
0.4585,0.32,0.6974,1,0.1404,1,12.96,0.443,77.32,1,SYNTHETIC
0.5385,0.3448,0.6567,1,-0.0311,1,12.38,0.6744,52.48,0,SYNTHETIC
0.5413,0.3302,0.5586,2,-0.0726,3,18.35,0.715,63.72,1,SYNTHETIC
0.7364,0.6388,0.7448,0,0.2497,2,3.04,0.7649,26.84,0,SYNTHETIC
0.6957,0.5492,0.2085,6,-0.1225,1,8.44,0.7491,18.35,1,SYNTHETIC
0.6317,0.3921,0.8148,3,0.1026,0,25.91,0.5037,25.41,1,SYNTHETIC
0.3684,0.3114,0.727,1,0.097,4,8.9,0.7844,58.31,1,SYNTHETIC
0.688,0.5846,0.6014,0,0.1302,2,11.61,0.5137,33.15,1,SYNTHETIC
0.6246,0.5174,0.615,1,-0.1677,2,18.7,0.5677,39.61,0,SYNTHETIC
0.554,0.3184,0.6133,2,-0.0837,1,15.32,0.4497,39.58,0,SYNTHETIC
0.4637,0.2425,0.2572,0,-0.0996,0,16.92,0.8039,59.82,1,SYNTHETIC
0.6258,0.4774,0.6406,3,0.0138,1,0.93,0.6566,46.36,0,SYNTHETIC
0.5752,0.3343,0.3924,3,-0.022,1,23.0,0.5343,58.91,0,SYNTHETIC
0.6417,0.5748,0.4911,2,0.1552,1,15.55,0.8301,69.69,0,SYNTHETIC
0.7192,0.496,0.5059,4,-0.0549,1,36.83,0.4768,24.08,0,SYNTHETIC
0.5354,0.5097,0.4109,4,0.2005,1,27.81,0.7129,33.33,0,SYNTHETIC
0.4911,0.3248,0.5376,1,0.0562,0,13.27,0.5831,43.14,1,SYNTHETIC
0.7527,0.6633,0.461,4,0.1656,0,6.37,0.6647,44.29,0,SYNTHETIC
0.8316,0.7322,0.3983,1,0.0978,1,1.84,0.5566,30.07,1,SYNTHETIC
0.5435,0.3798,0.4508,2,-0.1723,0,35.13,0.191,18.18,0,SYNTHETIC
0.4606,0.3859,0.6891,2,0.1783,0,3.62,0.1793,79.33,0,SYNTHETIC
0.4671,0.4416,0.7526,1,0.003,2,22.35,0.9202,48.54,0,SYNTHETIC
0.2825,0.0633,0.277,4,-0.0062,0,11.67,0.756,36.73,1,SYNTHETIC
0.6834,0.575,0.5853,1,-0.1221,2,1.29,0.8058,61.53,0,SYNTHETIC
0.507,0.4289,0.7612,3,-0.0279,1,0.87,0.4964,52.97,0,SYNTHETIC
0.3733,0.2059,0.5584,1,0.2152,1,5.63,0.8605,23.05,0,SYNTHETIC
0.8001,0.6688,0.88,1,0.1139,2,1.4,0.6499,32.95,1,SYNTHETIC
0.8849,0.8802,0.5738,4,-0.0095,0,20.55,0.7337,85.37,0,SYNTHETIC
0.5332,0.2938,0.5703,2,0.0897,1,34.65,0.7353,38.26,0,SYNTHETIC
0.6501,0.5268,0.6275,3,0.06,1,40.87,0.546,36.87,0,SYNTHETIC
0.6407,0.5931,0.7176,2,0.0559,2,5.46,0.5289,15.44,1,SYNTHETIC
0.6163,0.3933,0.2793,4,-0.0521,3,11.35,0.6889,19.19,1,SYNTHETIC
0.4605,0.235,0.5427,3,0.1442,2,7.09,0.1477,28.77,1,SYNTHETIC
0.5041,0.3404,0.57,2,0.1668,3,28.09,0.3738,87.64,1,SYNTHETIC
0.7498,0.5751,0.6485,2,0.1288,3,48.18,0.4151,65.12,0,SYNTHETIC
0.5646,0.4819,0.386,3,0.0791,3,2.03,0.4776,50.31,0,SYNTHETIC
0.7577,0.6547,0.43,3,0.0341,1,3.55,0.8863,69.65,1,SYNTHETIC
0.4715,0.3656,0.6993,2,0.2233,2,12.42,0.7535,53.34,1,SYNTHETIC
0.3509,0.1388,0.8979,0,-0.1534,3,2.0,0.4589,76.36,0,SYNTHETIC
0.6955,0.5797,0.8575,2,-0.0553,0,10.23,0.5897,73.19,1,SYNTHETIC
0.5445,0.5435,0.4977,3,-0.0456,0,26.46,0.83,63.08,0,SYNTHETIC
0.8717,0.7652,0.7432,0,-0.1823,1,6.09,0.4299,64.39,0,SYNTHETIC
0.466,0.4217,0.6569,1,-0.0272,1,9.92,0.2125,54.27,1,SYNTHETIC
0.9287,0.8251,0.3447,3,0.1066,1,1.1,0.3187,38.24,0,SYNTHETIC
0.7653,0.6999,0.872,0,-0.0071,2,19.45,0.9492,23.43,0,SYNTHETIC
0.6597,0.5356,0.5689,2,-0.0967,0,19.15,0.7955,43.19,0,SYNTHETIC
0.6185,0.5863,0.4123,1,-0.1039,0,0.3,0.5174,54.52,0,SYNTHETIC
0.5782,0.4331,0.8262,0,0.1261,1,14.78,0.7397,43.8,1,SYNTHETIC
0.5578,0.3949,0.5894,1,0.1778,1,9.14,0.9057,32.52,0,SYNTHETIC
0.4375,0.3465,0.7544,1,-0.0682,2,32.02,0.7641,25.21,0,SYNTHETIC
0.6161,0.613,0.3823,4,-0.189,1,20.04,0.0782,49.78,1,SYNTHETIC
0.9251,0.8192,0.5621,2,0.0083,6,28.92,0.7094,58.98,0,SYNTHETIC
0.6403,0.4074,0.4881,2,0.4579,1,35.5,0.5096,60.64,1,SYNTHETIC
0.6763,0.5157,0.804,0,-0.071,1,13.05,0.6956,42.79,0,SYNTHETIC
0.5092,0.2978,0.7601,1,-0.2006,0,7.07,0.7707,72.2,1,SYNTHETIC
0.433,0.2904,0.4023,6,-0.0144,2,0.88,0.7827,46.91,0,SYNTHETIC
0.7652,0.7333,0.7867,0,0.0602,0,17.24,0.5303,55.62,0,SYNTHETIC
0.62,0.5157,0.3058,4,0.1306,4,12.02,0.8767,71.43,1,SYNTHETIC
0.4755,0.3549,0.7234,2,-0.0106,1,19.68,0.3718,32.3,0,SYNTHETIC
0.5264,0.3891,0.3923,3,-0.0274,1,4.14,0.3634,86.14,1,SYNTHETIC
0.5664,0.4885,0.295,5,-0.124,0,8.21,0.5407,61.08,0,SYNTHETIC
0.9112,0.7991,0.885,0,0.047,3,6.0,0.5284,65.13,0,SYNTHETIC
0.71,0.5067,0.7134,2,-0.131,1,7.4,0.9377,29.08,0,SYNTHETIC
0.3098,0.2743,0.3304,1,0.1831,1,7.19,0.681,39.58,0,SYNTHETIC
0.8233,0.6699,0.6198,1,0.1294,1,17.45,0.7491,66.41,0,SYNTHETIC
0.5068,0.2915,0.6533,0,-0.2744,3,12.46,0.7745,62.34,1,SYNTHETIC
0.2566,0.2148,0.5456,3,0.2008,0,7.24,0.3581,41.36,1,SYNTHETIC
0.4934,0.4414,0.3148,9,0.009,2,18.09,0.5206,24.82,1,SYNTHETIC
0.8021,0.6389,0.561,2,-0.1548,3,2.99,0.8438,31.14,0,SYNTHETIC
0.7645,0.6672,0.7116,2,0.3051,0,8.41,0.8167,61.12,1,SYNTHETIC
0.2026,0.0,0.3526,1,0.0895,2,43.54,0.5878,46.99,1,SYNTHETIC
0.5801,0.352,0.6377,2,0.0517,1,10.18,0.7778,27.63,0,SYNTHETIC
0.8291,0.5955,0.4594,2,0.1533,2,3.83,0.6189,64.23,1,SYNTHETIC
0.5165,0.4498,0.6279,2,-0.0728,0,17.77,0.5158,49.86,0,SYNTHETIC
0.3982,0.2657,0.7781,1,0.2393,3,3.56,0.7781,38.33,0,SYNTHETIC
0.586,0.3953,0.5408,2,0.0223,0,16.14,0.6148,61.15,0,SYNTHETIC
0.509,0.3812,0.7365,0,0.0641,1,17.23,0.762,40.42,0,SYNTHETIC
0.7049,0.498,0.4694,2,0.3104,4,29.74,0.7134,59.2,1,SYNTHETIC
0.4796,0.33,0.55,1,-0.1367,2,16.64,0.7818,42.31,0,SYNTHETIC
0.3524,0.214,0.7263,1,0.2371,2,15.63,0.0975,25.11,0,SYNTHETIC
0.5617,0.3344,0.5949,0,0.0222,1,9.71,0.3219,61.85,1,SYNTHETIC
0.8152,0.5959,0.589,2,0.0252,1,21.01,0.4594,25.59,0,SYNTHETIC
0.7522,0.6981,0.5427,4,-0.1314,0,2.46,0.8325,55.02,1,SYNTHETIC
0.7573,0.6043,0.7573,4,-0.0918,2,2.94,0.6548,19.6,1,SYNTHETIC
0.6424,0.5365,0.6855,1,0.2979,2,0.26,0.8087,26.02,0,SYNTHETIC
0.713,0.5015,0.7437,3,0.1703,2,3.17,0.4113,84.86,0,SYNTHETIC
0.429,0.357,0.4629,5,0.0049,3,6.57,0.9279,43.75,0,SYNTHETIC
0.4125,0.2973,0.4418,2,0.0571,1,15.08,0.6402,26.5,0,SYNTHETIC
0.2724,0.2204,0.7224,2,0.2536,4,15.93,0.6317,31.03,1,SYNTHETIC
0.6577,0.4628,0.6293,5,-0.1676,0,65.02,0.4016,86.57,0,SYNTHETIC
0.6536,0.62,0.5297,4,0.1697,1,0.86,0.4921,41.73,0,SYNTHETIC
0.4769,0.4344,0.3778,2,-0.0025,1,15.74,0.5146,57.13,1,SYNTHETIC
0.5617,0.3793,0.5672,6,0.2766,0,6.54,0.4942,65.62,1,SYNTHETIC
0.4251,0.3246,0.308,3,0.3468,2,16.41,0.6597,31.0,0,SYNTHETIC
0.6865,0.5414,0.6206,3,-0.2603,1,50.25,0.7831,60.58,1,SYNTHETIC
0.7005,0.5216,0.8592,3,0.218,2,27.7,0.6723,70.27,1,SYNTHETIC
0.5704,0.5372,0.6611,1,-0.1608,1,4.32,0.7585,70.2,1,SYNTHETIC
0.3916,0.333,0.6434,0,-0.027,2,7.02,0.7525,35.83,0,SYNTHETIC
0.7995,0.7165,0.3722,2,0.2513,2,19.29,0.8045,49.77,0,SYNTHETIC
0.6655,0.6641,0.3798,5,-0.006,2,3.79,0.4106,30.04,0,SYNTHETIC
0.6355,0.5002,0.2267,4,0.004,0,25.69,0.3317,38.63,1,SYNTHETIC
0.836,0.7005,0.6077,4,-0.0441,0,5.86,0.7367,35.33,0,SYNTHETIC
0.4095,0.2355,0.7287,1,0.1634,1,37.95,0.5286,12.69,0,SYNTHETIC
0.6553,0.4988,0.56,2,0.0582,2,22.39,0.6181,30.43,0,SYNTHETIC
0.6025,0.3529,0.209,5,0.207,1,1.24,0.4779,39.94,1,SYNTHETIC
0.5159,0.3014,0.378,2,0.0322,0,0.2,0.8807,59.78,0,SYNTHETIC
0.7786,0.7083,0.4984,2,-0.1922,1,6.08,0.8805,64.35,0,SYNTHETIC
0.2562,0.0982,0.4476,4,0.052,2,3.24,0.5328,8.76,1,SYNTHETIC
0.2893,0.1497,0.6524,3,-0.0436,1,0.17,0.7079,49.63,1,SYNTHETIC
0.3891,0.211,0.5494,2,0.1655,0,22.67,0.6493,61.47,0,SYNTHETIC
0.5689,0.5562,0.7143,0,0.3052,3,11.71,0.265,48.15,0,SYNTHETIC
0.5328,0.475,0.6853,0,-0.2678,3,4.21,0.6947,63.21,1,SYNTHETIC
0.6265,0.4061,0.5098,3,-0.0582,1,50.11,0.7114,69.58,1,SYNTHETIC
0.8045,0.6795,0.5305,2,0.1577,1,14.25,0.7774,58.21,0,SYNTHETIC
0.4031,0.3092,0.4583,5,0.2399,2,15.19,0.7166,48.43,1,SYNTHETIC
0.4933,0.3585,0.5395,0,-0.1192,4,9.83,0.4529,62.7,1,SYNTHETIC
0.2856,0.135,0.4632,1,0.1208,2,30.67,0.6795,73.5,1,SYNTHETIC
0.5488,0.5021,0.8188,1,0.0424,1,13.05,0.6948,51.88,1,SYNTHETIC
0.5693,0.4886,0.6825,3,-0.2053,0,10.02,0.9621,22.21,0,SYNTHETIC
0.6308,0.629,0.8411,3,0.1508,2,8.53,0.918,63.03,0,SYNTHETIC
0.526,0.49,0.4984,4,0.0122,1,11.23,0.6802,44.71,1,SYNTHETIC
0.7893,0.6597,0.6352,2,0.2747,1,3.51,0.769,19.73,1,SYNTHETIC
0.4453,0.367,0.8332,1,0.1093,1,17.62,0.7506,36.24,0,SYNTHETIC
0.7163,0.6254,0.3101,4,0.1236,0,12.72,0.9707,31.55,1,SYNTHETIC
0.4077,0.2467,0.5221,4,0.1761,2,26.65,0.5242,82.08,1,SYNTHETIC
0.2063,0.1385,0.5993,3,0.0379,3,16.98,0.6834,70.22,1,SYNTHETIC
0.6057,0.4805,0.4361,3,-0.116,1,2.14,0.5236,74.07,0,SYNTHETIC
0.799,0.5994,0.5088,2,0.0741,6,2.33,0.9276,70.91,1,SYNTHETIC
0.7049,0.5423,0.6203,0,0.1446,1,3.95,0.6803,39.83,1,SYNTHETIC
0.8413,0.6232,0.748,0,-0.0085,1,2.9,0.6823,74.18,0,SYNTHETIC
0.6796,0.5759,0.5999,1,0.2282,0,23.96,0.497,72.09,1,SYNTHETIC
0.6601,0.5346,0.5423,1,-0.0458,4,5.5,0.2239,40.72,0,SYNTHETIC
0.8155,0.6074,0.6596,2,0.2947,2,5.68,0.775,44.44,1,SYNTHETIC
0.4494,0.3261,0.0571,5,-0.1532,0,2.71,0.5117,50.03,1,SYNTHETIC
0.6764,0.6391,0.6064,1,-0.0841,3,7.26,0.7443,57.48,0,SYNTHETIC
0.3792,0.2973,0.4473,2,0.0002,3,20.42,0.6613,27.33,1,SYNTHETIC
0.8691,0.8225,0.788,0,0.0235,0,18.43,0.6893,37.57,0,SYNTHETIC
0.4893,0.3733,0.2669,9,-0.0027,1,0.43,0.6608,56.42,0,SYNTHETIC
0.5435,0.424,0.6164,4,0.128,2,22.73,0.5974,28.32,0,SYNTHETIC
0.6117,0.5556,0.6863,0,0.0101,2,14.54,0.5644,32.28,0,SYNTHETIC
0.6245,0.3808,0.9293,0,0.3589,1,17.73,0.5828,56.99,0,SYNTHETIC
0.4056,0.2823,0.5115,4,-0.0748,0,14.27,0.5765,52.45,1,SYNTHETIC
0.5164,0.3091,0.4778,1,0.2015,0,1.51,0.9799,55.28,0,SYNTHETIC
0.3556,0.3316,0.6943,0,0.2062,2,20.62,0.4641,29.01,1,SYNTHETIC
0.6412,0.4466,0.5872,0,0.3178,6,40.82,0.7321,16.47,0,SYNTHETIC
0.7575,0.6775,0.7513,3,0.087,2,7.31,0.4253,46.5,0,SYNTHETIC
0.7098,0.5776,0.8134,2,0.1178,1,18.63,0.5817,20.49,0,SYNTHETIC
0.567,0.3889,0.5507,4,-0.0276,1,1.98,0.9185,58.82,0,SYNTHETIC
0.4262,0.392,0.6787,1,0.2754,5,0.53,0.2195,56.37,1,SYNTHETIC
0.4832,0.3585,0.2927,2,0.1077,2,9.52,0.9629,73.43,0,SYNTHETIC
0.7533,0.5695,0.8561,0,-0.194,1,18.45,0.8483,44.61,0,SYNTHETIC
0.4421,0.2958,0.7049,2,0.0103,1,25.94,0.3873,40.44,0,SYNTHETIC
0.3252,0.2176,0.7874,3,0.0288,0,26.76,0.9249,56.5,1,SYNTHETIC
0.5467,0.3973,0.4712,0,0.1017,1,6.57,0.5593,72.9,0,SYNTHETIC
0.7917,0.7906,0.6169,2,-0.0026,2,5.29,0.662,74.52,1,SYNTHETIC
0.8764,0.7137,0.4678,0,-0.0221,3,7.47,0.7262,58.63,0,SYNTHETIC
0.6226,0.4404,0.3977,2,0.2233,0,57.49,0.8062,60.95,0,SYNTHETIC
0.5878,0.4899,0.5403,5,0.2792,2,0.46,0.5316,62.01,1,SYNTHETIC
0.87,0.7881,0.7978,1,0.2032,0,4.61,0.5506,53.15,1,SYNTHETIC
0.7864,0.6929,0.2566,4,0.1719,0,26.27,0.7459,56.93,0,SYNTHETIC
0.6258,0.4283,0.8086,1,0.0837,2,4.73,0.6259,59.99,1,SYNTHETIC
0.6019,0.4998,0.433,2,-0.0523,2,4.44,0.5808,92.51,1,SYNTHETIC
0.4917,0.42,0.5218,2,-0.0333,2,13.51,0.5958,45.67,0,SYNTHETIC
0.3676,0.3047,0.585,3,-0.1789,0,19.29,0.4168,41.17,1,SYNTHETIC
0.4883,0.4669,0.1641,2,0.2221,1,5.15,0.2825,75.47,0,SYNTHETIC
0.4795,0.2318,0.8998,0,-0.011,0,0.39,0.7953,46.27,0,SYNTHETIC
0.5016,0.4192,0.7174,0,0.0686,4,15.69,0.8042,79.09,0,SYNTHETIC
0.5278,0.507,0.4897,2,0.0801,2,10.81,0.8709,64.18,0,SYNTHETIC
0.5546,0.5446,0.6059,1,-0.3416,0,27.6,0.287,42.35,0,SYNTHETIC
0.7842,0.717,0.3456,7,-0.0754,0,7.55,0.4771,23.23,0,SYNTHETIC
0.7869,0.5841,0.7265,3,-0.0366,0,10.15,0.6432,54.47,0,SYNTHETIC
0.5232,0.3187,0.8616,1,0.2746,1,7.86,0.5052,78.09,0,SYNTHETIC
0.5707,0.5557,0.3177,5,-0.024,0,5.5,0.7762,33.71,0,SYNTHETIC
0.7216,0.6009,0.6377,5,0.215,3,11.04,0.4796,56.52,0,SYNTHETIC
0.5214,0.4961,0.5491,1,0.2653,3,31.13,0.6658,32.78,0,SYNTHETIC
0.3127,0.0681,0.5269,2,0.3246,3,28.7,0.6914,31.84,1,SYNTHETIC
0.6065,0.5261,0.4605,4,0.2161,3,28.82,0.2786,12.67,0,SYNTHETIC
0.5082,0.3468,0.1748,4,0.057,1,1.08,0.432,19.83,1,SYNTHETIC
0.509,0.326,0.8107,0,0.043,1,5.32,0.5236,66.77,1,SYNTHETIC
0.5574,0.4583,0.6118,1,0.4495,0,3.65,0.6526,45.87,0,SYNTHETIC
0.653,0.5909,0.5893,4,-0.0167,2,31.11,0.2594,80.72,0,SYNTHETIC
0.5467,0.4292,0.4313,0,-0.0825,1,18.55,0.7251,48.95,0,SYNTHETIC
0.5484,0.5112,0.7327,1,-0.1332,2,13.46,0.7317,72.72,0,SYNTHETIC
0.6074,0.3616,0.7142,0,0.0185,0,0.83,0.6043,85.47,0,SYNTHETIC
0.4831,0.2885,0.612,2,-0.1256,1,0.54,0.4625,57.77,1,SYNTHETIC
0.6322,0.4229,0.5843,3,0.0201,3,2.89,0.4042,55.87,0,SYNTHETIC
0.8087,0.5773,0.5836,1,0.0725,0,16.05,0.7339,63.38,0,SYNTHETIC
0.458,0.2894,0.3099,5,-0.1077,1,15.07,0.2761,31.58,0,SYNTHETIC
0.6039,0.508,0.3061,2,0.0999,1,5.98,0.3563,37.71,0,SYNTHETIC
0.8022,0.6459,0.7491,4,0.0774,3,4.02,0.5652,17.05,0,SYNTHETIC
0.5742,0.5683,0.7029,3,-0.1263,3,0.62,0.746,45.08,1,SYNTHETIC
0.8872,0.7045,0.7429,0,-0.2437,0,13.71,0.7235,65.68,0,SYNTHETIC
0.6141,0.5209,0.2321,2,0.0866,1,23.39,0.528,67.64,0,SYNTHETIC
0.4246,0.3749,0.3284,7,0.1131,4,4.55,0.5347,27.65,0,SYNTHETIC
0.4279,0.1827,0.6623,2,0.1475,0,0.49,0.342,51.79,1,SYNTHETIC
0.414,0.2571,0.6096,1,-0.1417,1,1.78,0.7661,79.0,1,SYNTHETIC
0.4302,0.2913,0.7075,2,0.1917,0,12.95,0.7873,75.46,0,SYNTHETIC
0.514,0.5127,0.7974,2,0.3357,3,8.05,0.5996,42.71,0,SYNTHETIC
0.6044,0.3748,0.5002,4,0.0838,1,3.86,0.2593,65.78,0,SYNTHETIC
0.5738,0.3932,0.4092,3,-0.0075,1,22.88,0.2585,70.28,1,SYNTHETIC
0.6285,0.3904,0.539,4,0.0714,4,3.59,0.8071,67.97,0,SYNTHETIC
0.5011,0.2874,0.4669,2,0.0909,2,35.56,0.877,38.68,0,SYNTHETIC
0.416,0.4021,0.8217,1,0.1951,4,16.81,0.3408,44.65,1,SYNTHETIC
0.7907,0.6851,0.7938,1,0.1464,0,9.13,0.4432,57.31,1,SYNTHETIC
0.7105,0.5442,0.6758,1,0.2301,1,9.6,0.4558,51.09,0,SYNTHETIC
0.661,0.5742,0.3763,4,-0.1534,3,2.42,0.2816,56.15,0,SYNTHETIC
0.8296,0.7586,0.6884,2,0.2301,4,7.15,0.8403,47.52,0,SYNTHETIC
0.5541,0.3262,0.6638,3,0.0729,1,28.95,0.512,61.92,1,SYNTHETIC
0.5167,0.428,0.5155,1,-0.1716,3,7.48,0.8741,23.54,1,SYNTHETIC
0.5872,0.3459,0.3967,1,0.2176,2,7.46,0.298,40.74,0,SYNTHETIC
0.2388,0.0379,0.6742,0,0.1395,2,17.37,0.4091,49.14,1,SYNTHETIC
0.5981,0.4423,0.6601,2,0.007,2,13.73,0.461,71.78,0,SYNTHETIC
0.7725,0.6599,0.489,0,0.1219,1,1.36,0.8091,27.06,0,SYNTHETIC
0.536,0.3206,0.69,1,0.1426,2,4.16,0.6928,43.43,1,SYNTHETIC
0.2943,0.0889,0.5789,1,0.1902,1,16.48,0.7662,71.05,0,SYNTHETIC
0.8146,0.7673,0.5207,2,-0.0913,2,6.21,0.6961,62.08,1,SYNTHETIC
0.6043,0.4639,0.2087,4,0.2716,1,42.19,0.8116,39.9,1,SYNTHETIC
0.3866,0.3539,0.6535,0,0.0032,2,44.71,0.2636,54.53,1,SYNTHETIC
0.6848,0.5833,0.7347,1,0.2386,0,32.26,0.939,40.94,1,SYNTHETIC
0.8476,0.715,0.6494,2,-0.1089,3,0.86,0.5892,44.48,1,SYNTHETIC
0.7038,0.6117,0.1649,6,-0.092,2,11.43,0.5124,62.6,1,SYNTHETIC
0.7776,0.5647,0.506,0,0.0604,1,6.39,0.4088,31.87,0,SYNTHETIC
0.422,0.1869,0.6767,0,0.2039,1,7.53,0.3789,45.28,0,SYNTHETIC
0.2924,0.0579,0.5098,4,0.1822,0,11.48,0.9936,67.5,0,SYNTHETIC
0.5531,0.4186,0.6309,1,-0.0046,3,3.8,0.5426,40.41,0,SYNTHETIC
0.4237,0.3533,0.6045,0,-0.1899,2,20.04,0.6071,56.83,0,SYNTHETIC
0.6564,0.6469,0.4815,1,0.2543,2,3.3,0.6012,46.74,1,SYNTHETIC
0.492,0.4123,0.5803,1,0.0073,1,2.87,0.6753,37.91,0,SYNTHETIC
0.8777,0.7479,0.6161,3,-0.2833,0,11.14,0.8798,84.77,1,SYNTHETIC
0.5994,0.4215,0.7933,1,0.001,2,10.35,0.2474,12.02,0,SYNTHETIC
0.7015,0.5449,0.2689,7,-0.2546,3,13.82,0.5003,44.42,1,SYNTHETIC
0.5803,0.3768,0.6502,0,0.091,1,15.36,0.5536,48.24,0,SYNTHETIC
0.6567,0.6408,0.5501,1,0.1778,3,7.26,0.698,17.11,1,SYNTHETIC
0.7117,0.4731,0.37,1,0.206,0,21.79,0.7732,67.34,0,SYNTHETIC
0.333,0.2856,0.653,0,-0.0149,2,8.72,0.7432,39.36,0,SYNTHETIC
0.3729,0.3578,0.8542,0,0.0292,3,15.94,0.5022,27.02,1,SYNTHETIC
0.7861,0.5541,0.5427,2,0.123,3,3.63,0.3279,26.66,1,SYNTHETIC
0.7976,0.5615,0.77,3,-0.1729,2,7.91,0.7523,51.14,1,SYNTHETIC
0.4041,0.3133,0.5769,2,0.1944,2,12.97,0.4274,22.91,0,SYNTHETIC
0.6339,0.4582,0.3179,3,0.0335,2,13.14,0.4574,71.1,0,SYNTHETIC
0.3302,0.1056,0.6755,2,0.1356,5,7.03,0.684,8.27,0,SYNTHETIC
0.395,0.1515,0.5675,1,0.0982,1,17.73,0.3811,62.33,0,SYNTHETIC
0.5554,0.4526,0.4463,3,0.0702,1,8.88,0.6918,80.17,1,SYNTHETIC
0.4731,0.3287,0.3556,4,0.0263,2,3.69,0.6192,28.16,0,SYNTHETIC
0.6928,0.5995,0.3902,1,0.1123,3,11.93,0.3603,42.9,0,SYNTHETIC
0.8667,0.8222,0.8382,1,-0.3877,1,10.21,0.6522,64.5,1,SYNTHETIC
0.7261,0.6695,0.1374,2,-0.0089,1,8.58,0.8922,83.23,1,SYNTHETIC
0.5416,0.445,0.6751,1,0.0561,1,0.75,0.5053,86.61,0,SYNTHETIC
0.7814,0.6073,0.2749,4,-0.2406,1,23.79,0.6292,61.41,0,SYNTHETIC
0.6475,0.456,0.3098,0,0.111,1,9.62,0.9432,43.2,0,SYNTHETIC
0.5942,0.4831,0.4529,0,-0.1216,0,2.9,0.3126,22.83,0,SYNTHETIC
0.268,0.0717,0.5726,4,0.0923,1,3.58,0.701,14.51,0,SYNTHETIC
0.7164,0.5388,0.4931,1,0.1445,1,11.87,0.7432,76.57,0,SYNTHETIC
0.4248,0.3248,0.4484,3,-0.2182,1,5.87,0.3506,57.45,0,SYNTHETIC
0.5201,0.3044,0.6242,1,-0.0723,0,21.79,0.7725,65.77,1,SYNTHETIC
0.6865,0.5672,0.5301,2,0.2261,1,4.37,0.5488,39.39,0,SYNTHETIC
0.8017,0.5913,0.5347,2,0.0082,1,23.5,0.7531,56.17,0,SYNTHETIC
0.4269,0.4126,0.6715,0,0.0555,0,51.53,0.2504,43.74,0,SYNTHETIC
0.6041,0.4137,0.528,5,-0.3343,0,1.29,0.4211,70.99,0,SYNTHETIC
