current_mastery,prerequisite_avg,prerequisite_min,incorrect_attempts,recent_accuracy,confusion_frequency,recent_confusion_count,time_since_last_practice,total_attempts,streak,revision_completion_rate,previous_concept_accuracy,is_confused,dataset_type
0.7739,0.9376,0.7583,2,0.7541,0.1537,1,5.97,11,3,0.0996,0.9496,0,SYNTHETIC
0.0561,0.3014,0.2127,6,0.2538,0.8307,3,17.72,13,0,0.3861,0.4028,0,SYNTHETIC
0.7837,0.7003,0.5566,3,0.43,0.5941,2,61.88,13,4,0.4201,0.647,0,SYNTHETIC
0.9412,0.8741,0.751,3,0.8646,0.2819,0,36.87,10,4,0.4194,0.992,0,SYNTHETIC
0.1707,0.1547,0.0543,7,0.1462,0.5039,3,4.39,16,1,0.2053,0.13,1,SYNTHETIC
0.9148,0.7653,0.6959,0,1.0,0.076,0,16.39,11,2,0.8677,1.0,1,SYNTHETIC
0.378,0.2821,0.2807,6,0.2713,0.7132,3,21.49,15,1,0.1571,0.1634,1,SYNTHETIC
0.4682,0.858,0.6926,1,0.7559,0.2546,1,1.61,14,2,0.777,0.5585,1,SYNTHETIC
0.2391,0.379,0.3556,5,0.5697,0.2853,0,6.17,12,0,0.9596,0.6131,0,SYNTHETIC
0.1093,0.3791,0.182,7,0.1252,0.7326,1,17.79,15,1,0.3893,0.2652,0,SYNTHETIC
0.4385,0.1007,0.0,3,0.1623,0.412,0,31.41,13,2,0.5418,0.377,1,SYNTHETIC
0.33,0.3326,0.1774,4,0.3902,0.5849,0,26.82,12,1,0.0662,0.4479,1,SYNTHETIC
0.536,0.8182,0.6754,0,0.689,0.3739,1,23.79,14,2,0.8032,0.5952,1,SYNTHETIC
0.4517,0.2485,0.0974,5,0.1083,0.8803,0,52.68,13,0,0.1168,0.2462,1,SYNTHETIC
0.7537,0.8742,0.7655,6,0.6752,0.7539,4,3.19,12,3,0.4839,0.7847,1,SYNTHETIC
0.8362,0.6607,0.4668,1,0.4958,0.4713,2,41.2,11,3,0.9727,0.5074,0,SYNTHETIC
0.52,0.5787,0.5483,8,0.3803,0.5962,0,4.46,11,1,0.511,0.4298,1,SYNTHETIC
0.9954,0.7941,0.7066,0,0.9583,0.2109,3,44.12,12,3,0.1805,0.9788,1,SYNTHETIC
0.7561,0.6709,0.5937,5,0.5016,0.722,2,4.15,14,0,0.6185,0.5347,0,SYNTHETIC
0.7357,0.5686,0.4997,9,0.4961,0.3889,1,34.88,11,1,0.5299,0.2772,1,SYNTHETIC
0.3712,0.3898,0.2046,4,0.315,0.657,1,1.27,14,2,0.3139,0.5024,1,SYNTHETIC
0.4489,0.4844,0.4825,6,0.7758,0.5459,2,104.78,20,2,0.8589,0.6296,1,SYNTHETIC
0.7838,0.3468,0.3186,2,0.5451,0.1464,0,9.81,8,2,0.6251,0.5435,0,SYNTHETIC
0.5927,0.6786,0.6589,6,0.446,0.9267,5,23.53,15,0,0.3873,0.3673,1,SYNTHETIC
0.0929,0.4783,0.4648,5,0.181,0.4538,1,21.46,16,0,0.1357,0.0731,0,SYNTHETIC
0.4434,0.5895,0.4071,9,0.0018,0.6435,2,1.86,13,0,0.5673,0.0271,1,SYNTHETIC
0.5826,0.7451,0.554,3,0.7907,0.4163,2,44.25,10,3,0.3554,0.8501,0,SYNTHETIC
0.7282,0.8629,0.8354,0,1.0,0.1145,1,5.23,15,2,0.7668,1.0,0,SYNTHETIC
0.9651,0.5146,0.3696,1,0.9163,0.2969,1,158.99,11,2,0.6972,0.6542,0,SYNTHETIC
0.8434,0.6763,0.5352,2,0.5496,0.5416,4,4.28,11,3,0.7322,0.4567,0,SYNTHETIC
0.6518,0.356,0.2961,3,0.7897,0.2105,1,18.12,16,4,0.6098,0.9282,1,SYNTHETIC
0.752,0.8026,0.6694,0,0.9017,0.118,0,0.7,13,4,0.6001,1.0,0,SYNTHETIC
0.739,0.6231,0.478,2,0.6647,0.4874,1,36.25,17,4,0.6489,0.7451,1,SYNTHETIC
0.3552,0.4377,0.2609,3,0.3978,0.2754,2,14.84,12,2,0.7255,0.2004,0,SYNTHETIC
0.2714,0.1155,0.0774,5,0.352,0.5856,2,6.09,15,3,0.1313,0.5123,1,SYNTHETIC
0.3269,0.1143,0.0,6,0.137,0.4569,2,51.73,13,0,0.1148,0.1983,0,SYNTHETIC
0.2446,0.7181,0.6179,4,0.598,0.2423,1,38.1,13,2,0.6197,0.5172,1,SYNTHETIC
0.3415,0.3318,0.2354,6,0.2281,0.7184,0,29.03,13,3,0.4018,0.0,1,SYNTHETIC
0.6677,0.5311,0.362,1,0.3468,0.161,0,11.99,6,0,0.5659,0.3557,1,SYNTHETIC
0.3609,0.5754,0.5048,6,0.274,0.1377,1,2.53,16,1,0.7691,0.612,0,SYNTHETIC
0.5132,0.5387,0.4271,2,1.0,0.6814,1,0.19,10,6,0.6655,1.0,1,SYNTHETIC
0.7112,0.6609,0.5587,4,0.5661,0.5818,1,21.31,17,0,0.8704,0.7403,0,SYNTHETIC
0.6433,0.5272,0.4569,11,0.4363,0.4253,1,20.65,14,0,0.6015,0.1297,1,SYNTHETIC
0.9108,0.8524,0.8339,1,0.6662,0.0799,0,39.9,11,3,0.7592,0.7617,1,SYNTHETIC
0.8084,0.8516,0.8402,0,0.8774,0.4304,2,30.63,14,3,0.8141,1.0,0,SYNTHETIC
0.7066,0.5424,0.4901,8,0.2731,0.6268,0,6.32,14,1,0.5488,0.0028,1,SYNTHETIC
0.2233,0.4621,0.3395,1,0.5113,0.7953,1,24.42,13,0,0.48,0.4049,0,SYNTHETIC
0.8804,0.5927,0.5422,1,0.4414,0.4917,3,6.71,13,1,0.569,0.5039,0,SYNTHETIC
0.5454,0.5412,0.5256,5,0.8302,0.508,1,57.98,15,3,0.7989,0.9759,1,SYNTHETIC
0.8004,0.6675,0.5419,1,0.9541,0.2031,0,6.16,15,5,0.7199,1.0,0,SYNTHETIC
0.5926,0.4784,0.3965,1,0.859,0.1918,0,116.72,16,4,0.6918,0.7121,0,SYNTHETIC
0.4527,0.4529,0.4381,1,0.8029,0.4326,0,13.94,13,2,0.5848,0.8574,0,SYNTHETIC
0.4892,0.7005,0.6895,2,0.7701,0.4343,0,28.83,11,3,0.8803,0.8924,0,SYNTHETIC
0.6201,0.7477,0.7389,3,1.0,0.4097,0,4.88,13,2,0.3851,0.7377,0,SYNTHETIC
0.3361,0.2312,0.0712,5,0.5966,0.6021,1,77.85,10,3,0.5349,0.497,1,SYNTHETIC
0.6971,0.6601,0.6514,1,0.7531,0.1859,0,14.78,14,1,0.6907,0.8796,0,SYNTHETIC
0.283,0.5642,0.4298,2,0.5345,0.7899,4,24.3,8,1,0.5507,0.5672,0,SYNTHETIC
0.7367,0.8156,0.678,4,0.5918,0.6158,2,11.91,19,1,0.1197,0.5242,0,SYNTHETIC
0.6222,0.7848,0.6186,4,0.5765,0.6913,2,68.97,12,3,0.5267,0.5444,1,SYNTHETIC
0.3075,0.6657,0.5628,3,0.6839,0.3382,0,3.06,20,2,0.9372,0.7622,0,SYNTHETIC
0.2527,0.7864,0.6638,4,0.5086,0.3656,2,18.91,11,0,0.4456,0.6847,0,SYNTHETIC
0.639,0.506,0.4286,2,0.511,0.3194,1,69.87,13,0,0.6654,0.3806,0,SYNTHETIC
0.3916,0.8813,0.8387,3,0.5362,0.3238,2,29.28,13,1,0.6927,0.7872,0,SYNTHETIC
0.3101,0.2828,0.1265,6,0.2905,0.4672,3,20.77,14,2,0.1416,0.3919,0,SYNTHETIC
0.9709,0.9349,0.818,0,0.853,0.2863,0,7.9,13,2,0.2194,0.9981,0,SYNTHETIC
0.5395,0.8301,0.7417,4,0.5087,0.2222,1,14.88,9,4,0.7762,0.4715,1,SYNTHETIC
0.8664,0.8178,0.7323,4,0.7793,0.4208,1,4.54,13,1,0.4824,0.693,0,SYNTHETIC
0.1389,0.4352,0.4282,4,0.4408,0.6219,2,7.54,8,2,0.1616,0.5569,0,SYNTHETIC
0.1608,0.2261,0.1154,6,0.3681,0.7288,4,3.18,19,0,0.2476,0.2993,0,SYNTHETIC
0.4391,0.2321,0.1978,0,0.5121,0.7765,3,18.66,18,0,0.4453,0.3159,1,SYNTHETIC
0.6508,0.7706,0.6518,2,0.6839,0.7784,1,8.4,14,1,0.6558,1.0,1,SYNTHETIC
0.1002,0.117,0.0,6,0.3643,0.5979,2,0.62,13,0,0.456,0.3043,0,SYNTHETIC
0.645,0.7809,0.6056,6,0.3304,0.4375,1,15.52,18,0,0.8938,0.5965,0,SYNTHETIC
0.7258,0.4276,0.3048,3,0.9125,0.437,3,4.23,10,0,0.4662,0.9414,1,SYNTHETIC
0.7226,0.9077,0.8879,6,0.5017,0.2155,0,65.64,14,2,0.6981,0.5774,1,SYNTHETIC
0.8383,0.4317,0.4101,1,0.6505,0.5277,3,4.37,11,2,0.4208,0.7012,0,SYNTHETIC
0.3785,0.1134,0.0,9,0.135,0.6682,2,23.9,18,0,0.2943,0.256,1,SYNTHETIC
0.622,0.5446,0.4322,0,0.8819,0.3784,1,34.71,8,3,0.483,0.9867,0,SYNTHETIC
0.7271,0.6652,0.5531,1,0.9502,0.2203,0,73.38,13,0,0.8528,0.6402,0,SYNTHETIC
0.7665,0.5716,0.5266,2,0.8788,0.7207,1,7.74,12,0,0.2721,0.9472,0,SYNTHETIC
0.4564,0.5423,0.4004,4,0.7775,0.5507,2,13.49,11,1,0.5132,0.6298,0,SYNTHETIC
0.3943,0.3416,0.2746,3,0.4995,0.3502,0,17.5,17,0,0.1275,0.3716,0,SYNTHETIC
0.1048,0.2925,0.1718,1,0.6394,0.8198,4,5.41,16,2,0.1053,0.524,1,SYNTHETIC
0.5621,0.8251,0.702,4,0.251,0.5208,1,17.72,13,0,0.459,0.2354,1,SYNTHETIC
0.1867,0.5541,0.4183,5,0.1787,0.7875,2,0.85,5,0,0.0805,0.2201,1,SYNTHETIC
0.3948,0.2752,0.1185,2,0.4444,0.3225,0,5.82,11,1,0.3208,0.1584,0,SYNTHETIC
0.3514,0.2268,0.2133,5,0.5629,0.8431,4,57.38,9,2,0.0762,0.6269,1,SYNTHETIC
0.8688,0.7238,0.6865,1,0.7598,0.5784,3,14.91,9,2,0.813,0.793,0,SYNTHETIC
0.5497,0.693,0.5071,12,0.1391,0.5833,1,4.95,8,1,0.4048,0.3399,1,SYNTHETIC
0.2601,0.1513,0.0747,2,0.546,0.7409,5,0.07,15,5,0.4331,0.6369,1,SYNTHETIC
0.5519,0.5833,0.4062,2,0.8682,0.3888,1,16.78,12,3,0.3466,0.8784,0,SYNTHETIC
0.928,0.7009,0.5776,2,0.8244,0.3266,1,23.93,12,3,0.6118,0.6658,0,SYNTHETIC
0.4002,0.6782,0.6382,4,0.6389,0.5101,1,33.38,9,1,0.7705,0.3323,0,SYNTHETIC
0.7338,0.8963,0.7133,1,0.8104,0.2183,1,0.66,12,5,0.4311,0.6173,0,SYNTHETIC
0.7717,0.831,0.7539,2,0.8047,0.3752,1,43.91,18,2,0.7139,1.0,0,SYNTHETIC
0.2175,0.2526,0.123,6,0.1567,0.6858,1,8.28,14,0,0.3009,0.5234,1,SYNTHETIC
0.593,0.6668,0.6041,2,0.6564,0.6235,3,44.33,12,0,0.9389,0.6881,1,SYNTHETIC
0.9066,0.9126,0.8245,1,0.7974,0.0337,0,1.7,12,1,0.4542,0.5658,0,SYNTHETIC
0.4252,0.5732,0.429,4,0.0321,0.6545,0,1.99,11,0,0.6006,0.2916,1,SYNTHETIC
0.9506,0.805,0.793,3,0.9512,0.3373,1,25.45,13,0,0.4669,0.7062,0,SYNTHETIC
0.8803,0.6145,0.5567,1,1.0,0.1679,0,17.82,15,1,0.898,1.0,0,SYNTHETIC
0.5263,0.4882,0.369,11,0.1927,0.7774,4,3.32,12,0,0.3739,0.2471,1,SYNTHETIC
0.8968,0.8007,0.6513,1,0.844,0.0677,0,15.5,11,4,0.6122,0.6951,0,SYNTHETIC
0.6154,0.5307,0.3545,5,0.6977,0.3444,1,8.35,13,3,0.2519,0.1369,1,SYNTHETIC
0.3791,0.7591,0.5651,5,0.6785,0.3607,0,50.28,8,1,0.8448,0.7206,1,SYNTHETIC
0.8196,0.3042,0.2875,4,0.2606,0.7505,1,0.86,9,1,0.4775,0.57,0,SYNTHETIC
0.6455,0.371,0.2464,3,0.9283,0.0847,0,29.1,8,1,0.5149,0.7028,0,SYNTHETIC
0.3661,0.3101,0.2317,3,0.5913,0.6642,1,5.86,12,2,0.6796,0.6926,0,SYNTHETIC
0.6192,0.7565,0.6226,4,0.8239,0.5448,0,14.45,12,5,0.7498,0.6129,0,SYNTHETIC
0.3586,0.4738,0.4348,7,0.5233,0.6448,0,10.76,15,1,0.2278,0.3094,1,SYNTHETIC
0.2801,0.2787,0.1247,3,0.6087,0.4917,1,57.86,14,0,0.2442,0.5637,1,SYNTHETIC
0.9092,0.9151,0.7547,0,1.0,0.4718,3,29.43,15,5,0.4165,1.0,0,SYNTHETIC
0.4764,0.7725,0.5726,8,0.7521,0.5925,2,98.29,10,1,0.8307,0.5569,0,SYNTHETIC
0.7452,0.779,0.6956,5,0.4273,0.1734,0,19.86,15,1,0.6723,0.493,0,SYNTHETIC
0.8747,0.6056,0.5261,4,0.3415,0.387,0,26.88,14,3,0.7703,0.5842,0,SYNTHETIC
0.4332,0.242,0.0923,5,0.5724,0.2814,0,48.41,9,1,0.6387,0.3626,1,SYNTHETIC
0.5433,0.6652,0.6464,4,0.9404,0.4679,2,0.37,15,1,0.2026,0.6569,0,SYNTHETIC
0.7465,0.82,0.7312,2,0.8473,0.2489,0,6.41,11,3,0.5038,0.9138,0,SYNTHETIC
0.2897,0.2311,0.207,6,0.0,0.7703,1,128.55,12,1,0.1962,0.0,0,SYNTHETIC
0.3261,0.7779,0.7467,4,0.6502,0.7398,0,4.23,14,0,0.4519,0.6258,1,SYNTHETIC
0.6889,0.2593,0.2447,1,0.6489,0.2407,0,32.26,15,4,0.5155,0.4862,0,SYNTHETIC
0.4375,0.2264,0.2039,7,0.1904,0.6857,2,0.44,10,2,0.2545,0.0491,1,SYNTHETIC
0.6876,0.7581,0.673,0,0.3708,0.5559,6,29.86,10,2,0.6296,0.4968,1,SYNTHETIC
0.4129,0.0404,0.0,4,0.2471,0.4754,1,13.3,21,3,0.2798,0.251,1,SYNTHETIC
0.5349,0.5929,0.552,3,0.8408,0.2658,0,4.56,16,3,0.6848,0.8188,0,SYNTHETIC
0.2412,0.3619,0.1975,1,0.479,0.8385,1,25.85,14,3,0.5535,0.7723,0,SYNTHETIC
0.5804,0.3741,0.1807,5,0.6395,0.3654,1,37.87,13,2,0.4905,0.5283,0,SYNTHETIC
0.3192,0.4646,0.3871,4,0.3366,0.6771,3,60.47,8,2,0.2165,0.1072,1,SYNTHETIC
0.5184,0.1333,0.0806,3,0.2825,0.9037,4,23.64,15,0,0.1968,0.1133,0,SYNTHETIC
0.9236,0.4089,0.2556,2,0.6022,0.3792,0,4.59,16,3,0.5043,0.6122,0,SYNTHETIC
0.4577,0.6426,0.452,1,0.6287,0.4657,1,5.96,15,2,0.797,0.4565,1,SYNTHETIC
0.2186,0.6196,0.5078,0,0.4522,0.5178,1,8.46,15,2,0.3403,0.6326,1,SYNTHETIC
0.4176,0.5727,0.5653,1,0.8258,0.5789,1,16.11,12,1,0.8534,0.9477,0,SYNTHETIC
0.3719,0.0867,0.0,4,0.3788,0.4803,1,0.07,15,1,0.2925,0.3558,0,SYNTHETIC
0.5236,0.7998,0.6514,4,0.6283,0.6084,2,126.05,10,3,0.7373,0.9003,0,SYNTHETIC
0.4426,0.7753,0.7029,2,0.4771,0.3818,0,6.42,12,2,0.7269,0.7027,0,SYNTHETIC
0.3156,0.7905,0.7537,0,0.773,0.6079,0,3.01,15,1,0.512,0.6746,0,SYNTHETIC
0.1819,0.6048,0.4595,4,0.306,0.2746,1,46.07,12,0,0.1429,0.1239,1,SYNTHETIC
0.7963,0.8015,0.6149,1,0.6119,0.2515,0,63.4,18,1,0.9343,0.8496,0,SYNTHETIC
0.6611,0.855,0.7827,1,0.8438,0.1681,0,20.81,14,2,0.2393,0.7091,0,SYNTHETIC
0.3284,0.519,0.4849,5,0.6622,0.297,1,70.38,11,4,0.6277,0.6524,0,SYNTHETIC
0.6512,0.6001,0.502,3,0.4901,0.6248,4,20.15,16,2,0.4581,0.4002,1,SYNTHETIC
0.8254,0.7335,0.7281,2,0.6645,0.6957,3,49.36,11,1,0.6292,0.6659,0,SYNTHETIC
0.8843,0.6838,0.5817,1,0.852,0.4286,2,19.23,11,7,0.4223,0.8729,0,SYNTHETIC
0.5618,0.4031,0.214,2,0.4542,0.2889,1,2.81,11,0,0.4363,0.4348,1,SYNTHETIC
0.6185,0.6959,0.5986,2,0.7815,0.4185,1,110.54,13,2,0.9713,0.7753,1,SYNTHETIC
0.5466,0.7828,0.6253,5,0.3912,0.4376,1,2.71,9,2,0.5182,0.4792,0,SYNTHETIC
0.7417,0.6053,0.5072,4,0.2457,0.3715,2,4.8,11,0,0.4235,0.2154,1,SYNTHETIC
0.2208,0.445,0.35,2,0.7152,0.3166,1,18.59,13,1,0.7583,0.5602,0,SYNTHETIC
0.3239,0.2664,0.1098,1,0.6317,0.5806,0,6.74,12,1,0.628,0.7258,1,SYNTHETIC
0.2802,0.1819,0.1675,4,0.3817,0.5688,3,1.59,16,0,0.0238,0.4607,1,SYNTHETIC
0.9527,0.6462,0.4996,1,0.9036,0.1872,0,15.05,11,3,0.4402,0.8769,1,SYNTHETIC
0.0625,0.1449,0.0288,5,0.2579,0.5891,2,7.29,17,1,0.4441,0.1569,0,SYNTHETIC
0.3729,0.4725,0.2927,7,0.3792,0.8039,3,2.42,7,1,0.2276,0.441,0,SYNTHETIC
0.2685,0.392,0.3676,2,0.2854,0.6901,2,18.82,8,0,0.3361,0.2158,1,SYNTHETIC
0.4975,0.0608,0.0,5,0.0469,0.9428,1,9.05,15,0,0.4997,0.0,0,SYNTHETIC
0.157,0.3852,0.2478,4,0.1324,0.6806,3,2.69,10,0,0.0859,0.0,1,SYNTHETIC
0.129,0.1685,0.1185,0,0.5203,0.5324,1,26.3,19,3,0.2624,0.5822,0,SYNTHETIC
0.1566,0.2822,0.1938,4,0.0352,0.2702,0,18.2,10,0,0.7084,0.1066,0,SYNTHETIC
0.3753,0.2743,0.224,9,0.349,0.6804,2,8.59,11,0,0.1919,0.3,0,SYNTHETIC
0.6407,0.5526,0.5315,0,0.7741,0.4891,0,19.12,14,2,0.2294,1.0,0,SYNTHETIC
0.7222,0.7309,0.5434,3,0.4774,0.3908,1,71.24,14,2,0.5974,0.365,1,SYNTHETIC
0.6464,0.9542,0.8808,3,0.6112,0.0473,0,105.52,8,2,0.5321,0.6854,0,SYNTHETIC
0.5645,0.4696,0.3016,3,0.6556,0.3349,0,7.35,15,2,0.712,0.3058,1,SYNTHETIC
0.8149,0.9525,0.7727,1,0.725,0.4425,0,40.68,7,2,0.6997,0.6863,0,SYNTHETIC
0.629,0.3382,0.2443,7,0.6668,0.6494,3,24.26,15,0,0.641,0.6475,0,SYNTHETIC
0.6956,0.7242,0.6596,0,0.7262,0.4659,1,4.49,12,1,0.828,0.7836,0,SYNTHETIC
0.7272,0.8382,0.7046,1,0.9176,0.4764,3,47.57,15,4,0.7124,0.7773,0,SYNTHETIC
0.7017,0.4465,0.3539,2,0.5805,0.2035,0,4.99,13,0,0.6842,0.8667,1,SYNTHETIC
0.9151,0.7519,0.6866,2,0.7624,0.3363,1,29.41,18,3,0.4742,0.7593,1,SYNTHETIC
0.8638,0.5579,0.4041,1,0.5457,0.0216,0,38.51,13,4,0.7814,0.6267,1,SYNTHETIC
0.1987,0.2053,0.1163,6,0.5921,0.9121,0,7.76,16,2,0.4453,0.4008,1,SYNTHETIC
0.3318,0.4451,0.2647,4,0.0924,0.4649,1,2.21,13,0,0.2937,0.6215,1,SYNTHETIC
0.1687,0.7085,0.5256,6,0.4654,0.471,3,105.45,13,2,0.1472,0.4611,0,SYNTHETIC
0.4271,0.5894,0.4815,4,0.3929,0.2642,3,8.53,9,1,0.6366,0.1179,0,SYNTHETIC
0.684,0.664,0.5589,1,0.6342,0.7491,3,12.78,11,2,0.6431,0.8529,1,SYNTHETIC
0.7821,0.469,0.3317,0,0.7147,0.4225,2,18.01,14,4,0.2155,0.7907,0,SYNTHETIC
0.6939,0.4804,0.2829,1,0.4347,0.2455,0,19.47,10,1,0.8773,0.5934,0,SYNTHETIC
0.6603,0.8092,0.6109,1,0.9888,0.3259,0,26.36,14,2,0.5539,0.9686,1,SYNTHETIC
0.3271,0.0772,0.0,8,0.1683,0.3644,1,15.74,10,0,0.1822,0.0439,1,SYNTHETIC
0.8231,0.8085,0.6698,1,0.7384,0.1625,0,4.88,13,2,0.2461,0.65,0,SYNTHETIC
0.7574,0.8656,0.8565,0,0.8297,0.1138,0,31.63,14,4,0.5637,0.8453,1,SYNTHETIC
0.2917,0.5433,0.4387,4,0.3644,0.5353,1,12.79,10,1,0.4633,0.5251,1,SYNTHETIC
0.856,0.8633,0.7529,2,0.5506,0.4375,2,25.57,14,0,0.8274,0.1397,0,SYNTHETIC
0.0764,0.5137,0.3279,6,0.1865,0.4517,2,18.78,12,0,0.3128,0.0936,1,SYNTHETIC
0.6196,0.85,0.7325,2,0.6275,0.3554,0,4.58,6,1,0.4448,0.7605,0,SYNTHETIC
0.6681,0.631,0.5376,0,0.7683,0.2292,0,2.7,19,1,0.9017,0.8671,1,SYNTHETIC
0.8767,0.5604,0.4855,1,1.0,0.4033,1,0.7,14,2,0.3814,0.8053,0,SYNTHETIC
0.7485,0.7899,0.7065,0,0.8917,0.178,0,0.5,19,3,0.8013,1.0,0,SYNTHETIC
0.1535,0.5954,0.4852,11,0.2024,0.6037,1,9.82,11,0,0.4412,0.2005,0,SYNTHETIC
0.4585,0.3304,0.3298,4,0.7386,0.4996,0,31.24,16,2,0.5335,0.8299,0,SYNTHETIC
0.61,0.9309,0.7901,0,0.5855,0.2057,1,4.16,10,1,0.8054,0.4882,0,SYNTHETIC
0.7774,0.8122,0.797,1,0.9477,0.4235,1,24.89,12,1,0.7147,1.0,0,SYNTHETIC
0.4391,0.2468,0.0625,8,0.1404,0.6574,0,66.05,8,0,0.0624,0.0,0,SYNTHETIC
0.3598,0.8148,0.6412,0,0.8315,0.3146,0,17.4,12,3,0.332,0.8344,1,SYNTHETIC
0.9374,0.9187,0.8599,0,0.8695,0.1801,0,2.41,9,4,0.463,0.9046,0,SYNTHETIC
0.5345,0.6313,0.4974,3,0.6775,0.5764,1,43.75,17,2,0.2076,0.9224,0,SYNTHETIC
0.7368,0.7531,0.748,1,0.9683,0.6563,1,5.13,19,2,0.1985,0.5461,0,SYNTHETIC
0.562,0.3329,0.2933,3,0.6069,0.4149,0,34.13,19,3,0.8731,0.4747,1,SYNTHETIC
0.8849,0.7321,0.7115,1,0.8046,0.1271,0,4.57,17,0,0.9215,0.7965,0,SYNTHETIC
0.7834,0.6634,0.6605,1,0.718,0.445,1,10.37,15,2,0.7592,0.635,1,SYNTHETIC
0.1775,0.4776,0.3184,9,0.325,0.6305,1,2.46,9,1,0.2436,0.3195,0,SYNTHETIC
0.4103,0.5632,0.5158,8,0.1916,0.7494,5,16.23,12,0,0.1589,0.3687,0,SYNTHETIC
0.1727,0.494,0.4742,7,0.0,0.8056,1,25.62,14,0,0.2546,0.3497,0,SYNTHETIC
0.7436,0.4689,0.2928,1,0.3977,0.1278,0,19.06,9,3,0.8205,0.4344,0,SYNTHETIC
0.7286,0.7336,0.7091,0,0.9027,0.0704,0,14.38,16,1,0.7419,0.9588,0,SYNTHETIC
0.9573,0.632,0.5328,2,0.8947,0.2281,2,21.72,18,3,0.3303,1.0,0,SYNTHETIC
0.2445,0.4252,0.3304,9,0.1463,0.3316,0,1.19,14,0,0.1737,0.2461,1,SYNTHETIC
0.846,0.7144,0.6371,3,0.5326,0.437,0,37.46,14,4,0.7069,0.9081,0,SYNTHETIC
0.5548,0.3138,0.2759,1,0.6878,0.1763,2,6.62,11,2,0.4991,0.6862,0,SYNTHETIC
0.2141,0.0831,0.0536,3,0.0945,0.9708,6,8.08,19,0,0.4265,0.4159,1,SYNTHETIC
0.5104,0.6896,0.5035,6,0.752,0.1686,0,117.15,11,1,0.9678,0.3813,0,SYNTHETIC
0.5354,0.7459,0.6444,1,0.7879,0.0987,2,1.53,12,1,0.5488,0.6094,0,SYNTHETIC
0.8304,0.6011,0.4111,0,0.7199,0.1397,0,49.68,13,3,0.6615,0.8785,1,SYNTHETIC
0.0299,0.1858,0.1398,5,0.2967,0.8107,4,16.34,19,1,0.2839,0.2558,1,SYNTHETIC
0.7481,0.6321,0.4375,7,0.3225,0.6332,1,8.27,11,1,0.956,0.3107,0,SYNTHETIC
0.1494,0.2439,0.2018,5,0.1767,0.7552,0,27.38,8,0,0.5977,0.3368,1,SYNTHETIC
0.8163,0.3051,0.1593,1,0.6504,0.3088,3,39.49,11,1,0.7211,0.8665,1,SYNTHETIC
0.5395,0.2434,0.1417,8,0.3547,0.9027,1,11.18,11,0,0.3744,0.1901,1,SYNTHETIC
0.9106,0.6419,0.6033,2,0.6887,0.4503,1,41.04,9,4,0.4052,0.8006,0,SYNTHETIC
0.528,0.3225,0.2461,3,0.8351,0.3025,2,6.66,15,1,0.2687,0.5225,1,SYNTHETIC
0.4891,0.8831,0.79,1,0.6727,0.1086,0,10.63,9,2,0.4602,0.5843,0,SYNTHETIC
0.5401,0.579,0.3931,3,0.6194,0.1867,0,7.36,13,1,0.7176,0.6697,0,SYNTHETIC
0.9376,0.9121,0.771,2,0.8883,0.2259,0,48.01,13,2,0.5309,0.9185,0,SYNTHETIC
0.4126,0.5245,0.4815,9,0.2608,0.7622,0,0.86,17,0,0.5227,0.19,0,SYNTHETIC
0.2644,0.5387,0.3723,4,0.4626,0.5248,1,4.91,10,3,0.4934,0.6606,1,SYNTHETIC
0.4505,0.5397,0.4482,2,0.7497,0.3355,0,42.94,14,2,0.6675,0.8298,0,SYNTHETIC
0.4087,0.572,0.5351,5,0.1749,0.3558,2,65.34,22,1,0.6126,0.3755,1,SYNTHETIC
0.7297,0.9355,0.9058,0,1.0,0.2661,2,3.97,18,2,0.5924,1.0,1,SYNTHETIC
0.1949,0.7061,0.5559,2,0.5643,0.3443,1,44.91,11,3,0.4233,0.6551,0,SYNTHETIC
0.7267,0.5664,0.5379,2,0.4927,0.4849,0,9.27,13,0,0.9351,0.5774,0,SYNTHETIC
0.3443,0.6337,0.6145,11,0.139,0.8522,1,8.42,13,1,0.484,0.1794,1,SYNTHETIC
0.514,0.7969,0.7412,0,1.0,0.0766,1,12.74,16,3,0.3498,0.8061,0,SYNTHETIC
0.6072,0.8522,0.7218,0,1.0,0.086,0,68.06,10,5,0.3894,0.9611,0,SYNTHETIC
0.8512,0.8496,0.8231,4,0.8423,0.1063,0,9.57,9,4,0.8378,0.8193,0,SYNTHETIC
0.0587,0.1666,0.1586,3,0.2386,0.3353,0,36.0,7,2,0.3833,0.4117,1,SYNTHETIC
0.7437,0.6436,0.5728,0,0.6882,0.4694,1,129.59,16,1,0.6498,0.9874,0,SYNTHETIC
0.3918,0.5205,0.4962,2,0.7125,0.4987,2,13.37,18,2,0.5727,0.6844,0,SYNTHETIC
0.5568,0.5248,0.3723,7,0.1095,0.7363,3,76.17,15,0,0.4073,0.0455,0,SYNTHETIC
0.3877,0.2516,0.128,2,0.2741,0.79,3,17.06,12,0,0.5308,0.3343,1,SYNTHETIC
0.5613,0.1039,0.0,7,0.115,0.6222,4,1.78,16,1,0.1975,0.0,1,SYNTHETIC
0.6473,0.5034,0.3188,3,0.3153,0.4125,3,6.32,11,1,0.7035,0.7389,1,SYNTHETIC
