concept_baseline,signal_count,hour,is_anomaly,dataset_type
14.66,23.0,11,0,SYNTHETIC
14.66,7.0,12,0,SYNTHETIC
14.66,15.0,13,0,SYNTHETIC
14.66,10.0,14,0,SYNTHETIC
14.66,17.0,15,0,SYNTHETIC
14.66,13.0,16,0,SYNTHETIC
14.66,14.0,17,0,SYNTHETIC
14.66,17.0,18,0,SYNTHETIC
14.66,10.0,19,0,SYNTHETIC
14.66,17.0,20,0,SYNTHETIC
14.66,14.0,21,0,SYNTHETIC
14.66,22.0,22,0,SYNTHETIC
14.66,19.0,23,0,SYNTHETIC
11.45,11.0,0,0,SYNTHETIC
11.45,9.0,1,0,SYNTHETIC
11.45,11.0,2,0,SYNTHETIC
11.45,13.0,3,0,SYNTHETIC
11.45,12.0,4,0,SYNTHETIC
11.45,6.0,5,0,SYNTHETIC
11.45,11.0,6,0,SYNTHETIC
11.45,14.0,7,0,SYNTHETIC
11.45,12.0,8,0,SYNTHETIC
11.45,13.0,9,0,SYNTHETIC
11.45,9.0,10,0,SYNTHETIC
11.45,10.0,11,0,SYNTHETIC
11.45,11.0,12,0,SYNTHETIC
11.45,11.0,13,0,SYNTHETIC
11.45,11.0,14,0,SYNTHETIC
11.45,13.0,15,0,SYNTHETIC
11.45,9.0,16,0,SYNTHETIC
11.45,9.0,17,0,SYNTHETIC
11.45,16.0,18,0,SYNTHETIC
11.45,12.0,19,0,SYNTHETIC
11.45,11.0,20,0,SYNTHETIC
11.45,9.0,21,0,SYNTHETIC
11.45,18.0,22,0,SYNTHETIC
11.45,7.0,23,0,SYNTHETIC
18.68,18.0,0,0,SYNTHETIC
18.68,21.0,1,0,SYNTHETIC
18.68,22.0,2,0,SYNTHETIC
18.68,15.0,3,0,SYNTHETIC
18.68,13.0,4,0,SYNTHETIC
18.68,15.0,5,0,SYNTHETIC
18.68,24.0,6,0,SYNTHETIC
18.68,12.0,7,0,SYNTHETIC
18.68,57.0,8,1,SYNTHETIC
18.68,21.0,9,0,SYNTHETIC
18.68,5.0,10,0,SYNTHETIC
18.68,29.0,11,0,SYNTHETIC
18.68,21.0,12,0,SYNTHETIC
18.68,66.0,13,1,SYNTHETIC
18.68,30.0,14,0,SYNTHETIC
18.68,19.0,15,0,SYNTHETIC
18.68,20.0,16,0,SYNTHETIC
18.68,20.0,17,0,SYNTHETIC
18.68,79.0,18,1,SYNTHETIC
18.68,19.0,19,0,SYNTHETIC
18.68,22.0,20,0,SYNTHETIC
18.68,21.0,21,0,SYNTHETIC
18.68,18.0,22,0,SYNTHETIC
18.68,24.0,23,0,SYNTHETIC
14.77,10.0,0,0,SYNTHETIC
14.77,7.0,1,0,SYNTHETIC
14.77,17.0,2,0,SYNTHETIC
14.77,12.0,3,0,SYNTHETIC
14.77,16.0,4,0,SYNTHETIC
14.77,10.0,5,0,SYNTHETIC
14.77,45.0,6,1,SYNTHETIC
14.77,15.0,7,0,SYNTHETIC
14.77,17.0,8,0,SYNTHETIC
14.77,13.0,9,0,SYNTHETIC
14.77,11.0,10,0,SYNTHETIC
14.77,14.0,11,0,SYNTHETIC
14.77,16.0,12,0,SYNTHETIC
14.77,20.0,13,0,SYNTHETIC
14.77,16.0,14,0,SYNTHETIC
14.77,20.0,15,0,SYNTHETIC
14.77,14.0,16,0,SYNTHETIC
14.77,45.0,17,1,SYNTHETIC
14.77,14.0,18,0,SYNTHETIC
14.77,17.0,19,0,SYNTHETIC
14.77,13.0,20,0,SYNTHETIC
14.77,7.0,21,0,SYNTHETIC
14.77,11.0,22,0,SYNTHETIC
14.77,16.0,23,0,SYNTHETIC
20.6,21.0,0,0,SYNTHETIC
20.6,18.0,1,0,SYNTHETIC
20.6,20.0,2,0,SYNTHETIC
20.6,14.0,3,0,SYNTHETIC
20.6,18.0,4,0,SYNTHETIC
20.6,26.0,5,0,SYNTHETIC
20.6,24.0,6,0,SYNTHETIC
20.6,22.0,7,0,SYNTHETIC
20.6,18.0,8,0,SYNTHETIC
20.6,24.0,9,0,SYNTHETIC
20.6,15.0,10,0,SYNTHETIC
20.6,14.0,11,0,SYNTHETIC
20.6,99.0,12,1,SYNTHETIC
20.6,23.0,13,0,SYNTHETIC
20.6,22.0,14,0,SYNTHETIC
20.6,14.0,15,0,SYNTHETIC
20.6,20.0,16,0,SYNTHETIC
20.6,18.0,17,0,SYNTHETIC
20.6,23.0,18,0,SYNTHETIC
20.6,16.0,19,0,SYNTHETIC
20.6,21.0,20,0,SYNTHETIC
20.6,15.0,21,0,SYNTHETIC
20.6,17.0,22,0,SYNTHETIC
20.6,20.0,23,0,SYNTHETIC
22.44,15.0,0,0,SYNTHETIC
22.44,18.0,1,0,SYNTHETIC
22.44,15.0,2,0,SYNTHETIC
22.44,25.0,3,0,SYNTHETIC
22.44,31.0,4,0,SYNTHETIC
22.44,21.0,5,0,SYNTHETIC
22.44,22.0,6,0,SYNTHETIC
22.44,17.0,7,0,SYNTHETIC
22.44,23.0,8,0,SYNTHETIC
22.44,23.0,9,0,SYNTHETIC
22.44,16.0,10,0,SYNTHETIC
22.44,25.0,11,0,SYNTHETIC
22.44,34.0,12,0,SYNTHETIC
22.44,30.0,13,0,SYNTHETIC
22.44,30.0,14,0,SYNTHETIC
22.44,23.0,15,0,SYNTHETIC
22.44,30.0,16,0,SYNTHETIC
22.44,18.0,17,0,SYNTHETIC
22.44,14.0,18,0,SYNTHETIC
22.44,15.0,19,0,SYNTHETIC
22.44,20.0,20,0,SYNTHETIC
22.44,18.0,21,0,SYNTHETIC
22.44,6.0,22,0,SYNTHETIC
22.44,17.0,23,0,SYNTHETIC
33.58,49.0,0,0,SYNTHETIC
33.58,40.0,1,0,SYNTHETIC
33.58,31.0,2,0,SYNTHETIC
33.58,31.0,3,0,SYNTHETIC
33.58,27.0,4,0,SYNTHETIC
33.58,31.0,5,0,SYNTHETIC
33.58,39.0,6,0,SYNTHETIC
33.58,38.0,7,0,SYNTHETIC
33.58,34.0,8,0,SYNTHETIC
33.58,35.0,9,0,SYNTHETIC
33.58,43.0,10,0,SYNTHETIC
33.58,35.0,11,0,SYNTHETIC
33.58,21.0,12,0,SYNTHETIC
33.58,27.0,13,0,SYNTHETIC
33.58,37.0,14,0,SYNTHETIC
33.58,39.0,15,0,SYNTHETIC
33.58,31.0,16,0,SYNTHETIC
33.58,44.0,17,0,SYNTHETIC
33.58,22.0,18,0,SYNTHETIC
33.58,31.0,19,0,SYNTHETIC
33.58,29.0,20,0,SYNTHETIC
33.58,38.0,21,0,SYNTHETIC
33.58,22.0,22,0,SYNTHETIC
33.58,39.0,23,0,SYNTHETIC
27.82,24.0,0,0,SYNTHETIC
27.82,30.0,1,0,SYNTHETIC
27.82,30.0,2,0,SYNTHETIC
27.82,30.0,3,0,SYNTHETIC
27.82,31.0,4,0,SYNTHETIC
27.82,27.0,5,0,SYNTHETIC
27.82,30.0,6,0,SYNTHETIC
27.82,13.0,7,0,SYNTHETIC
27.82,27.0,8,0,SYNTHETIC
27.82,34.0,9,0,SYNTHETIC
27.82,29.0,10,0,SYNTHETIC
27.82,28.0,11,0,SYNTHETIC
27.82,23.0,12,0,SYNTHETIC
27.82,39.0,13,0,SYNTHETIC
27.82,23.0,14,0,SYNTHETIC
27.82,32.0,15,0,SYNTHETIC
27.82,42.0,16,0,SYNTHETIC
27.82,22.0,17,0,SYNTHETIC
27.82,23.0,18,0,SYNTHETIC
27.82,34.0,19,0,SYNTHETIC
27.82,39.0,20,0,SYNTHETIC
27.82,33.0,21,0,SYNTHETIC
27.82,27.0,22,0,SYNTHETIC
27.82,41.0,23,0,SYNTHETIC
32.01,31.0,0,0,SYNTHETIC
32.01,20.0,1,0,SYNTHETIC
32.01,44.0,2,0,SYNTHETIC
32.01,35.0,3,0,SYNTHETIC
32.01,19.0,4,0,SYNTHETIC
32.01,40.0,5,0,SYNTHETIC
32.01,43.0,6,0,SYNTHETIC
32.01,23.0,7,0,SYNTHETIC
32.01,32.0,8,0,SYNTHETIC
32.01,27.0,9,0,SYNTHETIC
32.01,20.0,10,0,SYNTHETIC
32.01,24.0,11,0,SYNTHETIC
32.01,22.0,12,0,SYNTHETIC
32.01,19.0,13,0,SYNTHETIC
32.01,117.0,14,1,SYNTHETIC
32.01,29.0,15,0,SYNTHETIC
32.01,31.0,16,0,SYNTHETIC
32.01,34.0,17,0,SYNTHETIC
32.01,41.0,18,0,SYNTHETIC
32.01,33.0,19,0,SYNTHETIC
32.01,37.0,20,0,SYNTHETIC
32.01,35.0,21,0,SYNTHETIC
32.01,29.0,22,0,SYNTHETIC
32.01,54.0,23,0,SYNTHETIC
33.68,43.0,0,0,SYNTHETIC
33.68,27.0,1,0,SYNTHETIC
33.68,22.0,2,0,SYNTHETIC
33.68,29.0,3,0,SYNTHETIC
33.68,46.0,4,0,SYNTHETIC
33.68,33.0,5,0,SYNTHETIC
33.68,39.0,6,0,SYNTHETIC
33.68,147.0,7,1,SYNTHETIC
33.68,46.0,8,0,SYNTHETIC
33.68,34.0,9,0,SYNTHETIC
33.68,23.0,10,0,SYNTHETIC
33.68,34.0,11,0,SYNTHETIC
33.68,33.0,12,0,SYNTHETIC
33.68,51.0,13,0,SYNTHETIC
33.68,47.0,14,0,SYNTHETIC
33.68,149.0,15,1,SYNTHETIC
33.68,52.0,16,0,SYNTHETIC
33.68,37.0,17,0,SYNTHETIC
33.68,28.0,18,0,SYNTHETIC
33.68,52.0,19,0,SYNTHETIC
33.68,41.0,20,0,SYNTHETIC
33.68,45.0,21,0,SYNTHETIC
33.68,40.0,22,0,SYNTHETIC
33.68,29.0,23,0,SYNTHETIC
11.51,13.0,0,0,SYNTHETIC
11.51,11.0,1,0,SYNTHETIC
11.51,9.0,2,0,SYNTHETIC
11.51,12.0,3,0,SYNTHETIC
11.51,16.0,4,0,SYNTHETIC
11.51,10.0,5,0,SYNTHETIC
11.51,11.0,6,0,SYNTHETIC
11.51,9.0,7,0,SYNTHETIC
11.51,15.0,8,0,SYNTHETIC
11.51,10.0,9,0,SYNTHETIC
11.51,12.0,10,0,SYNTHETIC
11.51,12.0,11,0,SYNTHETIC
11.51,12.0,12,0,SYNTHETIC
11.51,14.0,13,0,SYNTHETIC
11.51,14.0,14,0,SYNTHETIC
11.51,10.0,15,0,SYNTHETIC
11.51,15.0,16,0,SYNTHETIC
11.51,14.0,17,0,SYNTHETIC
11.51,11.0,18,0,SYNTHETIC
11.51,9.0,19,0,SYNTHETIC
11.51,12.0,20,0,SYNTHETIC
11.51,11.0,21,0,SYNTHETIC
11.51,9.0,22,0,SYNTHETIC
11.51,10.0,23,0,SYNTHETIC
36.4,27.0,0,0,SYNTHETIC
36.4,51.0,1,0,SYNTHETIC
36.4,33.0,2,0,SYNTHETIC
36.4,47.0,3,0,SYNTHETIC
36.4,55.0,4,0,SYNTHETIC
36.4,48.0,5,0,SYNTHETIC
36.4,41.0,6,0,SYNTHETIC
36.4,35.0,7,0,SYNTHETIC
36.4,111.0,8,1,SYNTHETIC
36.4,39.0,9,0,SYNTHETIC
36.4,57.0,10,0,SYNTHETIC
36.4,34.0,11,0,SYNTHETIC
36.4,48.0,12,0,SYNTHETIC
36.4,18.0,13,0,SYNTHETIC
36.4,46.0,14,0,SYNTHETIC
36.4,29.0,15,0,SYNTHETIC
36.4,53.0,16,0,SYNTHETIC
36.4,24.0,17,0,SYNTHETIC
36.4,97.0,18,1,SYNTHETIC
36.4,39.0,19,0,SYNTHETIC
36.4,21.0,20,0,SYNTHETIC
36.4,43.0,21,0,SYNTHETIC
36.4,36.0,22,0,SYNTHETIC
36.4,30.0,23,0,SYNTHETIC
35.42,46.0,0,0,SYNTHETIC
35.42,44.0,1,0,SYNTHETIC
35.42,28.0,2,0,SYNTHETIC
35.42,24.0,3,0,SYNTHETIC
35.42,25.0,4,0,SYNTHETIC
35.42,32.0,5,0,SYNTHETIC
35.42,37.0,6,0,SYNTHETIC
35.42,47.0,7,0,SYNTHETIC
35.42,46.0,8,0,SYNTHETIC
35.42,45.0,9,0,SYNTHETIC
35.42,30.0,10,0,SYNTHETIC
35.42,42.0,11,0,SYNTHETIC
35.42,122.0,12,1,SYNTHETIC
35.42,39.0,13,0,SYNTHETIC
35.42,35.0,14,0,SYNTHETIC
35.42,93.0,15,1,SYNTHETIC
35.42,42.0,16,0,SYNTHETIC
35.42,46.0,17,0,SYNTHETIC
35.42,33.0,18,0,SYNTHETIC
35.42,36.0,19,0,SYNTHETIC
35.42,22.0,20,0,SYNTHETIC
35.42,33.0,21,0,SYNTHETIC
35.42,21.0,22,0,SYNTHETIC
35.42,41.0,23,0,SYNTHETIC
25.86,28.0,0,0,SYNTHETIC
25.86,24.0,1,0,SYNTHETIC
25.86,28.0,2,0,SYNTHETIC
25.86,27.0,3,0,SYNTHETIC
25.86,19.0,4,0,SYNTHETIC
25.86,22.0,5,0,SYNTHETIC
25.86,36.0,6,0,SYNTHETIC
25.86,23.0,7,0,SYNTHETIC
25.86,22.0,8,0,SYNTHETIC
25.86,40.0,9,0,SYNTHETIC
25.86,32.0,10,0,SYNTHETIC
25.86,23.0,11,0,SYNTHETIC
25.86,27.0,12,0,SYNTHETIC
25.86,41.0,13,0,SYNTHETIC
25.86,28.0,14,0,SYNTHETIC
25.86,22.0,15,0,SYNTHETIC
25.86,20.0,16,0,SYNTHETIC
25.86,33.0,17,0,SYNTHETIC
25.86,25.0,18,0,SYNTHETIC
25.86,82.0,19,1,SYNTHETIC
25.86,28.0,20,0,SYNTHETIC
25.86,31.0,21,0,SYNTHETIC
25.86,28.0,22,0,SYNTHETIC
25.86,18.0,23,0,SYNTHETIC
32.74,37.0,0,0,SYNTHETIC
32.74,40.0,1,0,SYNTHETIC
32.74,24.0,2,0,SYNTHETIC
32.74,33.0,3,0,SYNTHETIC
32.74,37.0,4,0,SYNTHETIC
32.74,29.0,5,0,SYNTHETIC
32.74,8.0,6,0,SYNTHETIC
32.74,47.0,7,0,SYNTHETIC
32.74,29.0,8,0,SYNTHETIC
32.74,38.0,9,0,SYNTHETIC
32.74,20.0,10,0,SYNTHETIC
32.74,36.0,11,0,SYNTHETIC
32.74,25.0,12,0,SYNTHETIC
32.74,27.0,13,0,SYNTHETIC
32.74,33.0,14,0,SYNTHETIC
32.74,25.0,15,0,SYNTHETIC
32.74,35.0,16,0,SYNTHETIC
32.74,47.0,17,0,SYNTHETIC
32.74,25.0,18,0,SYNTHETIC
32.74,41.0,19,0,SYNTHETIC
32.74,22.0,20,0,SYNTHETIC
32.74,33.0,21,0,SYNTHETIC
32.74,31.0,22,0,SYNTHETIC
32.74,32.0,23,0,SYNTHETIC
28.02,18.0,0,0,SYNTHETIC
28.02,31.0,1,0,SYNTHETIC
28.02,25.0,2,0,SYNTHETIC
28.02,17.0,3,0,SYNTHETIC
28.02,17.0,4,0,SYNTHETIC
28.02,27.0,5,0,SYNTHETIC
28.02,22.0,6,0,SYNTHETIC
28.02,28.0,7,0,SYNTHETIC
28.02,36.0,8,0,SYNTHETIC
28.02,26.0,9,0,SYNTHETIC
28.02,31.0,10,0,SYNTHETIC
28.02,37.0,11,0,SYNTHETIC
28.02,30.0,12,0,SYNTHETIC
28.02,22.0,13,0,SYNTHETIC
28.02,28.0,14,0,SYNTHETIC
28.02,29.0,15,0,SYNTHETIC
28.02,14.0,16,0,SYNTHETIC
28.02,30.0,17,0,SYNTHETIC
28.02,19.0,18,0,SYNTHETIC
28.02,126.0,19,1,SYNTHETIC
28.02,20.0,20,0,SYNTHETIC
28.02,82.0,21,1,SYNTHETIC
28.02,33.0,22,0,SYNTHETIC
28.02,35.0,23,0,SYNTHETIC
12.26,17.0,0,0,SYNTHETIC
12.26,10.0,1,0,SYNTHETIC
12.26,56.0,2,1,SYNTHETIC
12.26,19.0,3,0,SYNTHETIC
12.26,14.0,4,0,SYNTHETIC
12.26,15.0,5,0,SYNTHETIC
12.26,13.0,6,0,SYNTHETIC
12.26,15.0,7,0,SYNTHETIC
12.26,15.0,8,0,SYNTHETIC
12.26,13.0,9,0,SYNTHETIC
12.26,5.0,10,0,SYNTHETIC
12.26,12.0,11,0,SYNTHETIC
12.26,16.0,12,0,SYNTHETIC
12.26,11.0,13,0,SYNTHETIC
12.26,11.0,14,0,SYNTHETIC
12.26,8.0,15,0,SYNTHETIC
12.26,13.0,16,0,SYNTHETIC
12.26,12.0,17,0,SYNTHETIC
12.26,10.0,18,0,SYNTHETIC
12.26,9.0,19,0,SYNTHETIC
12.26,17.0,20,0,SYNTHETIC
12.26,12.0,21,0,SYNTHETIC
12.26,11.0,22,0,SYNTHETIC
12.26,10.0,23,0,SYNTHETIC
30.76,28.0,0,0,SYNTHETIC
30.76,23.0,1,0,SYNTHETIC
30.76,35.0,2,0,SYNTHETIC
30.76,23.0,3,0,SYNTHETIC
30.76,30.0,4,0,SYNTHETIC
30.76,29.0,5,0,SYNTHETIC
30.76,29.0,6,0,SYNTHETIC
30.76,31.0,7,0,SYNTHETIC
30.76,33.0,8,0,SYNTHETIC
30.76,16.0,9,0,SYNTHETIC
30.76,23.0,10,0,SYNTHETIC
30.76,40.0,11,0,SYNTHETIC
30.76,42.0,12,0,SYNTHETIC
30.76,35.0,13,0,SYNTHETIC
30.76,41.0,14,0,SYNTHETIC
30.76,34.0,15,0,SYNTHETIC
30.76,31.0,16,0,SYNTHETIC
30.76,31.0,17,0,SYNTHETIC
30.76,31.0,18,0,SYNTHETIC
30.76,15.0,19,0,SYNTHETIC
30.76,80.0,20,1,SYNTHETIC
30.76,37.0,21,0,SYNTHETIC
30.76,36.0,22,0,SYNTHETIC
30.76,30.0,23,0,SYNTHETIC
32.44,40.0,0,0,SYNTHETIC
32.44,124.0,1,1,SYNTHETIC
32.44,36.0,2,0,SYNTHETIC
32.44,34.0,3,0,SYNTHETIC
32.44,28.0,4,0,SYNTHETIC
32.44,32.0,5,0,SYNTHETIC
32.44,22.0,6,0,SYNTHETIC
32.44,35.0,7,0,SYNTHETIC
32.44,29.0,8,0,SYNTHETIC
32.44,33.0,9,0,SYNTHETIC
32.44,31.0,10,0,SYNTHETIC
32.44,30.0,11,0,SYNTHETIC
32.44,102.0,12,1,SYNTHETIC
32.44,42.0,13,0,SYNTHETIC
32.44,39.0,14,0,SYNTHETIC
32.44,52.0,15,0,SYNTHETIC
32.44,23.0,16,0,SYNTHETIC
32.44,39.0,17,0,SYNTHETIC
32.44,20.0,18,0,SYNTHETIC
32.44,25.0,19,0,SYNTHETIC
32.44,24.0,20,0,SYNTHETIC
32.44,30.0,21,0,SYNTHETIC
32.44,25.0,22,0,SYNTHETIC
32.44,37.0,23,0,SYNTHETIC
13.79,17.0,0,0,SYNTHETIC
13.79,21.0,1,0,SYNTHETIC
13.79,15.0,2,0,SYNTHETIC
13.79,12.0,3,0,SYNTHETIC
13.79,16.0,4,0,SYNTHETIC
13.79,14.0,5,0,SYNTHETIC
13.79,14.0,6,0,SYNTHETIC
13.79,13.0,7,0,SYNTHETIC
13.79,15.0,8,0,SYNTHETIC
13.79,14.0,9,0,SYNTHETIC
13.79,13.0,10,0,SYNTHETIC
13.79,13.0,11,0,SYNTHETIC
13.79,13.0,12,0,SYNTHETIC
13.79,6.0,13,0,SYNTHETIC
13.79,14.0,14,0,SYNTHETIC
13.79,10.0,15,0,SYNTHETIC
13.79,52.0,16,1,SYNTHETIC
13.79,12.0,17,0,SYNTHETIC
13.79,12.0,18,0,SYNTHETIC
13.79,17.0,19,0,SYNTHETIC
13.79,21.0,20,0,SYNTHETIC
13.79,15.0,21,0,SYNTHETIC
13.79,6.0,22,0,SYNTHETIC
13.79,42.0,23,1,SYNTHETIC
17.33,22.0,0,0,SYNTHETIC
17.33,16.0,1,0,SYNTHETIC
17.33,13.0,2,0,SYNTHETIC
17.33,14.0,3,0,SYNTHETIC
17.33,17.0,4,0,SYNTHETIC
17.33,20.0,5,0,SYNTHETIC
17.33,9.0,6,0,SYNTHETIC
17.33,13.0,7,0,SYNTHETIC
17.33,22.0,8,0,SYNTHETIC
17.33,13.0,9,0,SYNTHETIC
17.33,15.0,10,0,SYNTHETIC
17.33,15.0,11,0,SYNTHETIC
17.33,10.0,12,0,SYNTHETIC
17.33,18.0,13,0,SYNTHETIC
17.33,21.0,14,0,SYNTHETIC
17.33,58.0,15,1,SYNTHETIC
17.33,23.0,16,0,SYNTHETIC
17.33,15.0,17,0,SYNTHETIC
17.33,24.0,18,0,SYNTHETIC
17.33,10.0,19,0,SYNTHETIC
17.33,11.0,20,0,SYNTHETIC
17.33,24.0,21,0,SYNTHETIC
17.33,16.0,22,0,SYNTHETIC
17.33,27.0,23,0,SYNTHETIC
11.03,17.0,0,0,SYNTHETIC
11.03,9.0,1,0,SYNTHETIC
11.03,9.0,2,0,SYNTHETIC
11.03,9.0,3,0,SYNTHETIC
11.03,13.0,4,0,SYNTHETIC
11.03,11.0,5,0,SYNTHETIC
11.03,13.0,6,0,SYNTHETIC
11.03,14.0,7,0,SYNTHETIC
11.03,11.0,8,0,SYNTHETIC
11.03,10.0,9,0,SYNTHETIC
11.03,9.0,10,0,SYNTHETIC
11.03,16.0,11,0,SYNTHETIC
11.03,8.0,12,0,SYNTHETIC
11.03,8.0,13,0,SYNTHETIC
11.03,13.0,14,0,SYNTHETIC
11.03,10.0,15,0,SYNTHETIC
11.03,12.0,16,0,SYNTHETIC
11.03,11.0,17,0,SYNTHETIC
11.03,11.0,18,0,SYNTHETIC
11.03,3.0,19,0,SYNTHETIC
11.03,17.0,20,0,SYNTHETIC
11.03,10.0,21,0,SYNTHETIC
11.03,7.0,22,0,SYNTHETIC
11.03,13.0,23,0,SYNTHETIC
11.68,13.0,0,0,SYNTHETIC
11.68,20.0,1,0,SYNTHETIC
11.68,13.0,2,0,SYNTHETIC
11.68,14.0,3,0,SYNTHETIC
11.68,17.0,4,0,SYNTHETIC
11.68,10.0,5,0,SYNTHETIC
11.68,14.0,6,0,SYNTHETIC
11.68,41.0,7,1,SYNTHETIC
11.68,12.0,8,0,SYNTHETIC
11.68,12.0,9,0,SYNTHETIC
11.68,7.0,10,0,SYNTHETIC
11.68,9.0,11,0,SYNTHETIC
11.68,9.0,12,0,SYNTHETIC
11.68,11.0,13,0,SYNTHETIC
11.68,13.0,14,0,SYNTHETIC
11.68,9.0,15,0,SYNTHETIC
11.68,10.0,16,0,SYNTHETIC
11.68,11.0,17,0,SYNTHETIC
11.68,11.0,18,0,SYNTHETIC
11.68,17.0,19,0,SYNTHETIC
11.68,12.0,20,0,SYNTHETIC
11.68,9.0,21,0,SYNTHETIC
11.68,4.0,22,0,SYNTHETIC
11.68,9.0,23,0,SYNTHETIC
33.67,46.0,0,0,SYNTHETIC
33.67,54.0,1,0,SYNTHETIC
33.67,129.0,2,1,SYNTHETIC
33.67,51.0,3,0,SYNTHETIC
33.67,25.0,4,0,SYNTHETIC
33.67,29.0,5,0,SYNTHETIC
33.67,29.0,6,0,SYNTHETIC
33.67,19.0,7,0,SYNTHETIC
33.67,40.0,8,0,SYNTHETIC
33.67,38.0,9,0,SYNTHETIC
33.67,27.0,10,0,SYNTHETIC
33.67,40.0,11,0,SYNTHETIC
33.67,15.0,12,0,SYNTHETIC
33.67,34.0,13,0,SYNTHETIC
33.67,37.0,14,0,SYNTHETIC
33.67,33.0,15,0,SYNTHETIC
33.67,40.0,16,0,SYNTHETIC
33.67,18.0,17,0,SYNTHETIC
33.67,31.0,18,0,SYNTHETIC
33.67,39.0,19,0,SYNTHETIC
33.67,154.0,20,1,SYNTHETIC
33.67,33.0,21,0,SYNTHETIC
33.67,27.0,22,0,SYNTHETIC
33.67,34.0,23,0,SYNTHETIC
14.15,19.0,0,0,SYNTHETIC
14.15,13.0,1,0,SYNTHETIC
14.15,10.0,2,0,SYNTHETIC
14.15,17.0,3,0,SYNTHETIC
14.15,16.0,4,0,SYNTHETIC
14.15,7.0,5,0,SYNTHETIC
14.15,11.0,6,0,SYNTHETIC
14.15,15.0,7,0,SYNTHETIC
14.15,13.0,8,0,SYNTHETIC
14.15,21.0,9,0,SYNTHETIC
14.15,13.0,10,0,SYNTHETIC
14.15,14.0,11,0,SYNTHETIC
14.15,8.0,12,0,SYNTHETIC
14.15,10.0,13,0,SYNTHETIC
14.15,18.0,14,0,SYNTHETIC
14.15,12.0,15,0,SYNTHETIC
14.15,9.0,16,0,SYNTHETIC
14.15,11.0,17,0,SYNTHETIC
14.15,19.0,18,0,SYNTHETIC
14.15,12.0,19,0,SYNTHETIC
14.15,13.0,20,0,SYNTHETIC
14.15,11.0,21,0,SYNTHETIC
14.15,17.0,22,0,SYNTHETIC
14.15,8.0,23,0,SYNTHETIC
26.72,43.0,0,0,SYNTHETIC
26.72,28.0,1,0,SYNTHETIC
26.72,21.0,2,0,SYNTHETIC
26.72,115.0,3,1,SYNTHETIC
26.72,29.0,4,0,SYNTHETIC
26.72,30.0,5,0,SYNTHETIC
26.72,35.0,6,0,SYNTHETIC
26.72,31.0,7,0,SYNTHETIC
26.72,23.0,8,0,SYNTHETIC
26.72,87.0,9,1,SYNTHETIC
26.72,26.0,10,0,SYNTHETIC
26.72,18.0,11,0,SYNTHETIC
26.72,21.0,12,0,SYNTHETIC
26.72,29.0,13,0,SYNTHETIC
26.72,35.0,14,0,SYNTHETIC
26.72,26.0,15,0,SYNTHETIC
26.72,26.0,16,0,SYNTHETIC
26.72,11.0,17,0,SYNTHETIC
26.72,25.0,18,0,SYNTHETIC
26.72,23.0,19,0,SYNTHETIC
26.72,30.0,20,0,SYNTHETIC
26.72,18.0,21,0,SYNTHETIC
26.72,25.0,22,0,SYNTHETIC
26.72,23.0,23,0,SYNTHETIC
27.57,25.0,0,0,SYNTHETIC
27.57,28.0,1,0,SYNTHETIC
27.57,27.0,2,0,SYNTHETIC
27.57,35.0,3,0,SYNTHETIC
27.57,39.0,4,0,SYNTHETIC
27.57,16.0,5,0,SYNTHETIC
27.57,19.0,6,0,SYNTHETIC
27.57,23.0,7,0,SYNTHETIC
27.57,38.0,8,0,SYNTHETIC
27.57,95.0,9,1,SYNTHETIC
27.57,124.0,10,1,SYNTHETIC
27.57,20.0,11,0,SYNTHETIC
27.57,22.0,12,0,SYNTHETIC
27.57,21.0,13,0,SYNTHETIC
27.57,37.0,14,0,SYNTHETIC
27.57,22.0,15,0,SYNTHETIC
27.57,30.0,16,0,SYNTHETIC
27.57,30.0,17,0,SYNTHETIC
27.57,21.0,18,0,SYNTHETIC
27.57,17.0,19,0,SYNTHETIC
27.57,22.0,20,0,SYNTHETIC
27.57,23.0,21,0,SYNTHETIC
27.57,36.0,22,0,SYNTHETIC
27.57,11.0,23,0,SYNTHETIC
29.88,28.0,0,0,SYNTHETIC
29.88,30.0,1,0,SYNTHETIC
29.88,34.0,2,0,SYNTHETIC
29.88,35.0,3,0,SYNTHETIC
29.88,32.0,4,0,SYNTHETIC
29.88,20.0,5,0,SYNTHETIC
29.88,11.0,6,0,SYNTHETIC
29.88,19.0,7,0,SYNTHETIC
29.88,39.0,8,0,SYNTHETIC
29.88,37.0,9,0,SYNTHETIC
29.88,26.0,10,0,SYNTHETIC
29.88,43.0,11,0,SYNTHETIC
29.88,20.0,12,0,SYNTHETIC
29.88,28.0,13,0,SYNTHETIC
29.88,37.0,14,0,SYNTHETIC
29.88,27.0,15,0,SYNTHETIC
29.88,16.0,16,0,SYNTHETIC
29.88,21.0,17,0,SYNTHETIC
29.88,29.0,18,0,SYNTHETIC
29.88,27.0,19,0,SYNTHETIC
29.88,36.0,20,0,SYNTHETIC
29.88,26.0,21,0,SYNTHETIC
29.88,46.0,22,0,SYNTHETIC
29.88,11.0,23,0,SYNTHETIC
22.87,19.0,0,0,SYNTHETIC
22.87,26.0,1,0,SYNTHETIC
22.87,24.0,2,0,SYNTHETIC
22.87,26.0,3,0,SYNTHETIC
